,genes
1440,PAFAH1B1
1441,ANXA4
1442,THSD4
1443,ZNF567
1444,FOXD1
1445,AXIN1
1446,SNRK
1447,POLR2D
1448,RAB11FIP2
1449,ZNF335
1450,MPP7
1451,TCF4
1452,PREPL
1453,QRSL1
1454,PRKG2
1455,DNAJC12
1456,DNAJC17
1457,CDC42EP1
1458,TRMT11
1459,TANC2
1460,SMS
1461,MPC1
1462,DDX31
1463,CHRNA3
1464,MYO9A
1465,CETN3
1466,PKP2
1467,KCNQ5
1468,LRRC14
1469,KLHL42
1470,FAM13C
1471,DDO
1472,CCDC78
1473,GALNT10
1474,ABCB10
1475,GABRD
1476,ZC3HAV1L
1477,RDH13
1478,CACNA1C
1479,STK33
1480,CDADC1
1481,LYPLAL1
1482,ASAP2
1483,PPP1R17
1484,ETV5
1485,SETD6
1486,ITGB1
1487,LZTS3
1488,NME5
1489,CDH3
1490,SLC37A1
1491,HCN2
1492,DNAJC16
1493,CMIP
1494,STK38L
1495,ADCK2
1496,ATP1A1
1497,ATP2B2
1498,SYT14
1499,SNX10
1500,VCAM1
1501,PEX11B
1502,KRT17
1503,CHN1
1504,EXO5
1505,GREB1L
1506,PGAM5
1507,GAK
1508,PEX14
1509,USP2
1510,MYH10
1511,GRM8
1512,GATAD2B
1513,COL23A1
1514,UNC5A
1515,SH3BP1
1516,TRAPPC6B
1517,PELI3
1518,PTBP3
1519,LRRC29
1520,CDHR3
1521,SPRED1
1522,ADCY5
1523,SP5
1524,PIK3R2
1525,CDH22
1526,TNFRSF12A
1527,FARSB
1528,APBB1
1529,SMARCB1
1530,PUSL1
1531,SMAP2
1532,DNAJC18
1533,EIF1B
1534,PTPN18
1535,ING4
1536,HTR2A
1537,OSBPL8
1538,CNNM4
1539,MNT
1540,FARSA
1541,STK3
1542,TRIM59
1543,NT5DC3
1544,LCORL
1545,NUP98
1546,TOR1A
1547,KCNG1
1548,GFPT1
1549,LMCD1
1550,MUSK
1551,ENPEP
1552,SULT4A1
1553,PARP9
1554,THOC5
1555,EXT1
1556,BRD3
1557,EAF2
1558,SOCS2
1559,EPHA3
1560,RBM18
1561,GGACT
1562,XK
1563,DAB2IP
1564,EVA1B
1565,STON2
1566,SLC14A1
1567,NPDC1
1568,RASAL1
1569,PALM
1570,METTL21A
1571,GALNS
1572,TMEM70
1573,AP1M1
1574,CSTF3
1575,ZFP36L2
1576,MICAL3
1577,ZNF395
1578,GABRG2
1579,FKBP5
1580,HAPLN1
1581,CTCF
1582,GCC2
1583,HS6ST1
1584,CIAPIN1
1585,TTLL12
1586,MAGEE1
1587,NPC2
1588,CNR1
1589,THRB
1590,NOG
1591,RNF166
1592,RBFOX1
1593,ZDHHC3
1594,GLRA3
1595,IQCC
1596,ANO4
1597,DENND3
1598,SAT2
1599,HOOK1
1600,MAPKBP1
1601,MCU
1602,CRLS1
1603,ZSCAN22
1604,WDR13
1605,MLLT11
1606,YTHDC2
1607,IGSF8
1608,TTYH3
1609,CCDC15
1610,LIMS2
1611,ZNF93
1612,TPST2
1613,DOCK5
1614,TMEM209
1615,TPM3
1616,ANXA3
1617,DAPK3
1618,SYNDIG1
1619,ANAPC16
1620,UBE2I
1621,UBXN2B
1622,NAV3
1623,NAP1L2
1624,FAM161A
1625,CENPJ
1626,ACADL
1627,ERLIN1
1628,RPF1
1629,CBWD1
1630,LMF1
1631,TRPM4
1632,GLT8D2
1633,SUGP2
1634,ITPK1
1635,SIPA1L1
1636,ARNT2
1637,ANAPC4
1638,EP300
1639,SUSD2
1640,WWOX
1641,IDNK
1642,ATP6V1G2
1643,UBA2
1644,RAD18
1645,AHNAK2
1646,TLE6
1647,CPSF1
1648,SLC20A1
1649,CAMK2D
1650,WDHD1
1651,ZDHHC12
1652,SYT12
1653,RGS4
1654,FGD4
1655,PSMB9
1656,GNGT2
1657,LFNG
1658,PCDHB14
1659,HELQ
1660,RBP7
1661,GNRH1
1662,TRPS1
1663,PGBD1
1664,RCBTB1
1665,TRIP6
1666,SPP1
1667,PDK2
1668,TSPAN2
1669,UCP2
1670,BAK1
1671,DEDD2
1672,CIART
1673,SLC25A32
1674,MED27
1675,FRK
1676,RRM2
1677,DIRAS2
1678,MYCN
1679,MRPS12
1680,HIP1R
1681,PDE3A
1682,PLA2R1
1683,SP4
1684,HIBADH
1685,PARD6B
1686,WDR18
1687,SLC39A10
1688,NAA16
1689,OVOL2
1690,SLC25A37
1691,ZDHHC2
1692,SALL3
1693,EDNRB
1694,FAM81A
1695,OSBPL7
1696,ZBTB4
1697,PDZRN4
1698,HABP4
1699,YAP1
1700,CD55
1701,ATP4A
1702,USF1
1703,BLOC1S2
1704,MED31
1705,SLC24A4
1706,WDR60
1707,FGF5
1708,BZW2
1709,KIF1A
1710,SLC17A5
1711,LRP10
1712,DLST
1713,NLGN1
1714,KCNK3
1715,MAN1C1
1716,OSBP2
1717,HOPX
1718,DTWD1
1719,PHLPP2
1720,BTBD17
1721,ZYX
1722,CIAO1
1723,BTBD11
1724,CAMKK1
1725,MTMR1
1726,LRRTM4
1727,ASPHD2
1728,GNAI1
1729,GMCL1
1730,SYNM
1731,HILPDA
1732,CCL2
1733,FRMPD4
1734,STK32B
1735,COL24A1
1736,DDX5
1737,DIRAS1
1738,ATRN
1739,PLEKHM3
1740,NDUFAF5
1741,CXADR
1742,TRAF2
1743,SV2A
1744,RIN2
1745,DRG1
1746,ATP2B4
1747,IGF2BP3
1748,NKIRAS2
1749,SPAG5
1750,SAPCD2
1751,ACAD9
1752,ATP2C2
1753,MANBAL
1754,USP22
1755,IRF3
1756,WDFY4
1757,WDR4
1758,PLCXD3
1759,HES6
1760,ACOT7
1761,ZFHX3
1762,YWHAG
1763,MRPS30
1764,FXYD7
1765,SOCS7
1766,INTS8
1767,OXR1
1768,MAP3K9
1769,YES1
1770,NLK
1771,CLIP1
1772,IDE
1773,CSTF2
1774,SLC38A1
1775,MAMDC2
1776,TRIP10
1777,CTNNA2
1778,RAD9A
1779,TTC22
1780,CDKL2
1781,SERPINA3
1782,CLEC1A
1783,CTDSPL2
1784,TMEM203
1785,TNFAIP1
1786,SRP68
1787,TCAP
1788,PRDM15
1789,TMEM165
1790,BDNF
1791,GM2A
1792,KCTD16
1793,RNF152
1794,TET2
1795,ATG16L1
1796,SMC6
1797,NIF3L1
1798,SRF
1799,NTRK2
1800,GGN
1801,CRCP
1802,NPY1R
1803,MIEF1
1804,PTGER4
1805,ARVCF
1806,PNO1
1807,GAS2
1808,HCN4
1809,GRM5
1810,FARP1
1811,INF2
1812,WWP1
1813,SPOCD1
1814,LAYN
1815,PTPN2
1816,HIF1AN
1817,LGALS3
1818,GRIPAP1
1819,SDF4
1820,STK35
1821,PDCL3
1822,VPS37D
1823,SYNGR1
1824,CELSR3
1825,ADRA1B
1826,DPP7
1827,EML6
1828,RNF121
1829,CENPV
1830,STX1A
1831,ITM2A
1832,GUK1
1833,SYNE4
1834,FMO2
1835,MTG2
1836,TNFRSF25
1837,RAD1
1838,FAM160B1
1839,IPO9
1840,TUBG2
1841,BDH1
1842,PDIK1L
1843,FLAD1
1844,CDC42SE2
1845,SNX14
1846,KIFC3
1847,GSE1
1848,PLEK
1849,CD99L2
1850,PEX26
1851,GLMN
1852,CLK4
1853,LOXL1
1854,ZBTB20
1855,NUMB
1856,NICN1
1857,NPAS2
1858,CLMP
1859,TMEM164
1860,STXBP1
1861,AK7
1862,ABCA9
1863,FIGNL2
1864,COA7
1865,KRBA1
1866,ABCA3
1867,NT5M
1868,FEM1B
1869,KLHL13
1870,WRAP53
1871,FNDC3A
1872,SVIP
1873,LDB3
1874,IL1RAP
1875,DACH2
1876,RAB3IP
1877,DNAH14
1878,SEMA7A
1879,RASSF5
1880,NT5DC1
1881,CTNNAL1
1882,SEMA3D
1883,ADAMTS3
1884,POLB
1885,ITPKA
1886,PDCD7
1887,EMC4
1888,LAMB3
1889,TRIM27
1890,NDUFAF1
1891,NDUFS2
1892,SAP130
1893,ARRB2
1894,NRN1
1895,ADCY1
1896,EIF5
1897,SLC25A12
1898,MAP4K2
1899,THY1
1900,CHPF2
1901,LIN9
1902,BBOX1
1903,SMARCD3
1904,CCDC58
1905,LYSMD2
1906,PTPN5
1907,NFATC2
1908,RAD51D
1909,HMGXB4
1910,MXD1
1911,RBMX2
1912,RRS1
1913,CALCOCO1
1914,HMG20B
1915,WNT2B
1916,ARHGAP20
1917,HOOK2
1918,DNAJB14
1919,BABAM1
1920,URGCP
1921,SLC4A2
1922,ATXN1
1923,MRTO4
1924,SLC12A5
1925,CUL4A
1926,ETV4
1927,TNR
1928,FEZF1
1929,PTPN9
1930,EPN3
1931,LY6H
1932,LAMA1
1933,IQSEC2
1934,CCDC39
1935,PLD1
1936,USP45
1937,THOP1
1938,FRMD4B
1939,UNC5C
1940,C12orf66
1941,GJB2
1942,RAD51C
1943,BRSK1
1944,MPHOSPH9
1945,DMTN
1946,ABCC3
1947,PBX3
1948,CRTAC1
1949,TMEM62
1950,DMPK
1951,PTGES2
1952,EEPD1
1953,DYNC1H1
1954,PLXNA1
1955,RAB36
1956,ATP13A1
1957,ADIPOR2
1958,DPP4
1959,ANKRD13D
1960,TEKT2
1961,SUSD1
1962,TFAM
1963,ECHDC3
1964,VPS13D
1965,TACO1
1966,SLBP
1967,KCNK2
1968,GNA15
1969,FAM20A
1970,FAM219B
1971,PLXNB1
1972,SOX3
1973,NAT1
1974,LAMC1
1975,PWP1
1976,ATP7B
1977,DLL3
1978,PPP1R12C
1979,ZNF574
1980,WDR92
1981,PAPSS2
1982,ARAP3
1983,FLOT1
1984,MS4A6A
1985,AIFM3
1986,RPGRIP1L
1987,PPM1A
1988,COL12A1
1989,NXNL2
1990,PFAS
1991,UPP1
1992,RTF1
1993,MBTPS1
1994,EHD2
1995,CEP76
1996,KCNIP2
1997,EIF5A2
1998,PATE2
1999,MAN1A1
2000,ERBB3
2001,PARP4
2002,SERTAD4
2003,PIP5K1C
2004,GALNT9
2005,GLCCI1
2006,DBN1
2007,MARCKSL1
2008,POU4F1
2009,DEPTOR
2010,TAGLN2
2011,VPS45
2012,GNG4
2013,ATP6V0C
2014,SPG7
2015,DNAJC7
2016,CABIN1
2017,CA13
2018,RASAL2
2019,P4HTM
2020,ATAD2B
2021,MYOM1
2022,SUB1
2023,SERPINI1
2024,GPR101
2025,NOL10
2026,EIF4G3
2027,MAN2C1
2028,TNFRSF21
2029,ARHGEF17
2030,ARID3A
2031,RTN1
2032,RASGRP2
2033,KIF5A
2034,FAM160B2
2035,STPG1
2036,PSRC1
2037,STK11IP
2038,CEP44
2039,RYR2
2040,WDR17
2041,CYB5R2
2042,STK19
2043,SLC25A23
2044,FOXRED1
2045,FAM135A
2046,GIT2
2047,NAB2
2048,HAGH
2049,UST
2050,CPNE7
2051,SHCBP1
2052,THAP7
2053,FAP
2054,SLC36A1
2055,ICA1L
2056,CRYGN
2057,GFOD1
2058,MAFB
2059,TBCK
2060,RASD2
2061,TTF2
2062,SNCB
2063,DDB2
2064,RNF144A
2065,SIK3
2066,ZBTB37
2067,MSC
2068,BAG5
2069,DUSP4
2070,TSTD1
2071,FYCO1
2072,DISP2
2073,MAPK14
2074,LIN28B
2075,FHIT
2076,NAGLU
2077,ULK4
2078,PIANP
2079,PDLIM7
2080,CBX6
2081,COG3
2082,VASN
2083,SLC26A8
2084,DBNL
2085,VTA1
2086,HOGA1
2087,CDR2L
2088,USP28
2089,SPAG1
2090,RPIA
2091,LETMD1
2092,RNF10
2093,COA4
2094,PATL1
2095,ETNPPL
2096,IFT122
2097,PRKCE
2098,SLC25A42
2099,GATM
2100,SUOX
2101,ANXA1
2102,MMS22L
2103,PSD
2104,SHISA7
2105,CYP51A1
2106,TFRC
2107,RPS6KA5
2108,IMPA1
2109,RHOV
2110,RAP2B
2111,APOL2
2112,UBE2T
2113,EPHX1
2114,NUP35
2115,RSPO2
2116,CLSTN3
2117,ASXL3
2118,CASP6
2119,ZNF608
2120,NPLOC4
2121,RFC3
2122,VPS16
2123,KREMEN2
2124,MVB12B
2125,CYBRD1
2126,LHFPL4
2127,LRRC43
2128,SYNGAP1
2129,KHDRBS2
2130,SLC22A15
2131,IGFBP3
2132,C8G
2133,RXRB
2134,HTT
2135,HSD17B13
2136,TRIM37
2137,TRIM32
2138,GPD1L
2139,NSMF
2140,SMIM3
2141,TMED10
2142,ZFAND2B
2143,NUDCD1
2144,GSKIP
2145,BSDC1
2146,MTUS1
2147,DENND1A
2148,RELL1
2149,PAFAH2
2150,SPRED2
2151,SH2D3C
2152,FAXC
2153,TMEM196
2154,KLF3
2155,CNTN5
2156,FOXJ1
2157,VDAC3
2158,LDB2
2159,FDPS
2160,TTL
2161,TTBK1
2162,LPCAT4
2163,SPEG
2164,TANGO6
2165,ARL16
2166,LRCH2
2167,KCNN3
2168,KCNMB2
2169,RANBP10
2170,UBA5
2171,SLC4A10
2172,RASSF3
2173,E2F1
2174,GAL
2175,TCF7L2
2176,SHROOM4
2177,YWHAZ
2178,CREG2
2179,MIEF2
2180,TRO
2181,CHCHD10
2182,ABHD13
2183,PPP1R36
2184,WDR37
2185,USP25
2186,TXNIP
2187,C2CD2L
2188,TEP1
2189,RTEL1
2190,RGMB
2191,MEF2A
2192,MDC1
2193,B9D1
2194,GUCA1A
2195,ELOVL7
2196,PIAS2
2197,DPP8
2198,EDRF1
2199,SEZ6
2200,AXIN2
2201,TMEM37
2202,CYLD
2203,SH3GL3
2204,KDM5C
2205,CDNF
2206,PITPNA
2207,PKD2
2208,OAT
2209,FKBP11
2210,HEBP1
2211,FBXO44
2212,EI24
2213,MPL
2214,PMS2
2215,NYAP1
2216,CCDC47
2217,RNMT
2218,PHYHIP
2219,DHX33
2220,B3GAT2
2221,ZNF583
2222,MAEL
2223,MN1
2224,LRBA
2225,POLR3A
2226,CAMK2N1
2227,NR4A1
2228,FSD1
2229,TRIM54
2230,NEMF
2231,ITGA6
2232,RCOR2
2233,CNTNAP1
2234,ARHGAP39
2235,INTU
2236,SULT2B1
2237,SMAP1
2238,PMP22
2239,MICAL1
2240,TSPAN14
2241,TMX3
2242,CPXM2
2243,RACGAP1
2244,MYRF
2245,SPHK1
2246,EHD3
2247,CIZ1
2248,IP6K1
2249,LAMB2
2250,RAB40B
2251,PRRC2B
2252,RNF111
2253,TLE1
2254,RSPH1
2255,CNTN1
2256,GINS1
2257,MED10
2258,GPR22
2259,ELOF1
2260,HDDC3
2261,ARL3
2262,NFRKB
2263,FAM98C
2264,ANKRD12
2265,MCTP2
2266,ANLN
2267,ZDHHC7
2268,IRX1
2269,FBXO40
2270,MARK2
2271,CITED2
2272,TOX4
2273,ZMAT1
2274,AHI1
2275,PLCL2
2276,LYRM4
2277,SIN3A
2278,SLC6A13
2279,GCKR
2280,SNX6
2281,CTHRC1
2282,EMC2
2283,EBF2
2284,CAPN11
2285,UBALD1
2286,ADARB1
2287,DUSP8
2288,GJC1
2289,MEF2C
2290,DNAJC4
2291,TSC2
2292,SLIT2
2293,NARF
2294,NEURL1
2295,DMAP1
2296,KIF3A
2297,PDCD6
2298,CDH19
2299,NDST3
2300,MOGAT1
2301,CYFIP1
2302,DDRGK1
2303,PCBD2
2304,CASQ1
2305,TFB2M
2306,CAMSAP3
2307,PELI1
2308,CACNB3
2309,MED12
2310,PTK2
2311,KDM4A
2312,RPP40
2313,TRIM71
2314,RPUSD3
2315,PPP1R32
2316,ARHGEF18
2317,TMEM109
2318,RALBP1
2319,CHRNA7
2320,PSD4
2321,BBS1
2322,SUSD5
2323,CHRAC1
2324,ARMCX2
2325,C2CD2
2326,TRMT2A
2327,TRIM24
2328,PDE12
2329,PEX5
2330,SCN3B
2331,BTBD16
2332,LUZP1
2333,PDE9A
2334,FSTL4
2335,KCNQ4
2336,UBE2B
2337,MTHFD1
2338,IFFO1
2339,PPP1R12A
2340,IQGAP1
2341,DNAH12
2342,RPS6KA3
2343,RARA
2344,NXPH1
2345,FAM163B
2346,SFRP2
2347,SCYL3
2348,GLE1
2349,CYB561D1
2350,SKAP1
2351,SYNJ2
2352,SORBS2
2353,PDHB
2354,RMND5B
2355,LITAF
2356,MTSS1
2357,ANKRD16
2358,LACC1
2359,APLN
2360,CASP8AP2
2361,CHD8
2362,C1orf226
2363,ATF5
2364,RALGPS1
2365,NT5C3B
2366,RGP1
2367,TRIM29
2368,BTBD6
2369,BCL7A
2370,RASGRP4
2371,TAF3
2372,ZNF668
2373,CLMN
2374,TLE3
2375,CEP170B
2376,PRKD1
2377,ATXN2L
2378,SBNO1
2379,TNS1
2380,RPH3AL
2381,DTX3L
2382,CLSTN2
2383,TTC9B
2384,PNMT
2385,C1QL2
2386,TRIM17
2387,ZSWIM5
2388,TMEM130
2389,NRXN2
2390,EARS2
2391,KDR
2392,APPL1
2393,BHLHE22
2394,RASSF7
2395,ZSCAN21
2396,FAM107A
2397,STK4
2398,ATP6V1F
2399,PXDN
2400,CTDNEP1
2401,ATF3
2402,GTDC1
2403,BHLHE40
2404,PPFIBP2
2405,TECPR1
2406,ZSWIM3
2407,PIN1
2408,PCF11
2409,TRABD2B
2410,PRMT8
2411,ST6GAL1
2412,MRPL37
2413,VILL
2414,SGSM3
2415,ZNF669
2416,POLR3C
2417,MPST
2418,DERA
2419,TRAF7
2420,JPH3
2421,STX3
2422,CLCN5
2423,AMER2
2424,DPYD
2425,MYO19
2426,SIRPA
2427,TPMT
2428,COL1A1
2429,NGDN
2430,RUNX1T1
2431,BIN3
2432,MYRIP
2433,SLC44A5
2434,KHDRBS1
2435,SEPHS2
2436,HDC
2437,DRP2
2438,MKKS
2439,FAM47E
2440,ADCY6
2441,CCDC158
2442,DLGAP1
2443,CD200
2444,LRRC24
2445,NOX4
2446,LY6D
2447,RASSF8
2448,MCM5
2449,MTMR10
2450,CLPX
2451,FBXO22
2452,CYP4X1
2453,SLC37A4
2454,MTFMT
2455,SDSL
2456,CDK9
2457,GOSR1
2458,NPAS3
2459,WDR46
2460,UIMC1
2461,CDC123
2462,ELMO3
2463,MTFR1
2464,PIGS
2465,MCAT
2466,CFL2
2467,HYLS1
2468,GMEB1
2469,SPARCL1
2470,NTN4
2471,RGS7BP
2472,ENTPD7
2473,ENPP5
2474,C4orf33
2475,SPTBN2
2476,PARVA
2477,PTGFR
2478,POSTN
2479,PDZD2
2480,SETD1A
2481,NLN
2482,NOVA1
2483,CDC25B
2484,FAR2
2485,RPAIN
2486,KCTD12
2487,EXTL1
2488,NFE2L1
2489,CYTH2
2490,PGAP3
2491,NKAIN3
2492,JAZF1
2493,EXTL3
2494,IFI44
2495,KLHDC4
2496,GZF1
2497,DLG3
2498,MNS1
2499,CECR2
2500,ZBTB45
2501,PLCB2
2502,PRR15
2503,GPATCH1
2504,L1CAM
2505,PMEPA1
2506,TRMT12
2507,MAN1A2
2508,PYROXD1
2509,NOTCH1
2510,FGF13
2511,FZD2
2512,CACNG6
2513,GALNT14
2514,PLEKHA4
2515,TRRAP
2516,UNC5D
2517,SYT3
2518,MYT1
2519,NFKBIE
2520,PIK3CG
2521,ZNHIT3
2522,NTRK3
2523,RIMS1
2524,SPICE1
2525,MAP4K3
2526,FAM117A
2527,IGF1
2528,PPIL6
2529,ZNF513
2530,KCNJ6
2531,DACT2
2532,FGF18
2533,GBE1
2534,PI4KA
2535,PHF20L1
2536,PSME3
2537,DYNC2LI1
2538,VPS13A
2539,MAN2B2
2540,MPPED2
2541,TONSL
2542,NPTXR
2543,ADAMTS8
2544,MYCL
2545,ZNF711
2546,NDFIP2
2547,TEX30
2548,ARID5A
2549,MAPK12
2550,SYNPR
2551,IKZF2
2552,SHB
2553,SREBF1
2554,AP4B1
2555,KLC4
2556,GTF2H1
2557,FGFBP3
2558,PDIA6
2559,NAT8L
2560,WFDC2
2561,ERC2
2562,CTNNB1
2563,WHAMM
2564,CRTC1
2565,UGGT2
2566,TRIM26
2567,LIPG
2568,EFCAB5
2569,TP53INP1
2570,STEAP1
2571,CDCA7
2572,RGS20
2573,CELSR2
2574,UACA
2575,HERC6
2576,SON
2577,FNIP2
2578,GIPR
2579,BAHD1
2580,UNC119
2581,CIDEA
2582,ROCK2
2583,DPM2
2584,CXCL14
2585,TMEM44
2586,NEUROD2
2587,IER5L
2588,CYC1
2589,HERC2
2590,PNLDC1
2591,GNL1
2592,WNT3
2593,MGP
2594,IFT57
2595,MRPL45
2596,TULP2
2597,FRMD4A
2598,RAB9A
2599,PDGFRL
2600,NPM3
2601,SYN3
2602,LRFN3
2603,PPP1R3B
2604,LMO4
2605,LRFN2
2606,SMPX
2607,PGM2L1
2608,DCAF7
2609,EAPP
2610,TMEM241
2611,DUSP12
2612,CCDC149
2613,HS3ST2
2614,HS3ST4
2615,VSIG8
2616,ALDH1L2
2617,ITPKB
2618,ANKH
2619,RNASE1
2620,ANKRD55
2621,COMMD1
2622,PCSK2
2623,NUDT4
2624,PARP11
2625,UBXN10
2626,HTRA2
2627,WDR86
2628,IGSF5
2629,DET1
2630,AR
2631,ST6GALNAC4
2632,PRELID2
2633,TRMT44
2634,RABL2A
2635,UGP2
2636,EGFL7
2637,ADAMTS17
2638,SLC6A17
2639,TTC13
2640,TDO2
2641,CDCA7L
2642,NQO1
2643,HCN1
2644,ELP4
2645,MCM4
2646,IL17RD
2647,DUSP5
2648,NHLH2
2649,QKI
2650,MAPK9
2651,ANKRD11
2652,MICU2
2653,COL4A5
2654,ARMC3
2655,VPS26B
2656,TAF13
2657,YEATS2
2658,GALNT12
2659,OGG1
2660,TBC1D22B
2661,CCDC124
2662,SESTD1
2663,FANCD2
2664,FLRT1
2665,CIT
2666,CLIC4
2667,NPY
2668,ANKRD28
2669,ATCAY
2670,KAT7
2671,DDX25
2672,SLC2A8
2673,PBX1
2674,SLC7A4
2675,TMEM39B
2676,DNAAF1
2677,P2RX7
2678,CMTM8
2679,CTDSP1
2680,LIX1
2681,GUCY1A2
2682,ZNF787
2683,IFITM3
2684,HEXB
2685,CHRNA4
2686,LNX2
2687,TYRO3
2688,LNX1
2689,SPRYD7
2690,ACP2
2691,POMK
2692,CTDSPL
2693,MRC1
2694,TOX3
2695,C10orf105
2696,LSM10
2697,PVALB
2698,ARMC1
2699,NPHS1
2700,CNEP1R1
2701,SCAMP5
2702,ZMYND10
2703,PGK1
2704,HIRA
2705,CDK10
2706,GPC5
2707,POP7
2708,ATP8B2
2709,RUSC2
2710,GOLGA1
2711,CRMP1
2712,TSHZ3
2713,RNASEH2B
2714,SEMA6B
2715,SGTB
2716,AATF
2717,BDH2
2718,ACTN1
2719,COQ6
2720,HDAC4
2721,ZNF208
2722,TRAPPC3
2723,PAQR8
2724,TLE2
2725,RNF11
2726,ZC3H14
2727,AMPH
2728,CLEC2L
2729,SH2D5
2730,PCDH19
2731,CHL1
2732,PFN2
2733,SH3D19
2734,SEMA3F
2735,GLS2
2736,PTAFR
2737,ICA1
2738,EVI5
2739,MAF1
2740,MTFP1
2741,FOXJ3
2742,ALS2
2743,TBCD
2744,IL7R
2745,POLG2
2746,FAM216A
2747,RIN1
2748,TCP1
2749,RCN3
2750,CCDC12
2751,SH2B3
2752,PPWD1
2753,MAB21L1
2754,ICAM5
2755,CNTLN
2756,EDC3
2757,SP8
2758,TMOD1
2759,PRKAR1B
2760,EMID1
2761,SEMA4F
2762,UBA1
2763,PPFIA3
2764,SCN1B
2765,HPS6
2766,DGKE
2767,UBE2D2
2768,TMEM183A
2769,ATG4D
2770,FAM149A
2771,DNAH6
2772,MPP1
2773,FDFT1
2774,CYB561
2775,ABCF2
2776,C11orf80
2777,PANK4
2778,EEF2K
2779,KLHL14
